Timestamp,Enter your three-letter initials here.,Choose the collector's name and culture that this recording comes from.,"Enter the filenames of all original audio files associated with this subject (i.e., the person whose vocalizations are being recorded).","Are there any additional files associated with this subject? If so, enter their filenames.",What is this subject's unique identifier?,Which of the following samples are present?,Which recording will you be using? (MS or XY),Note any exceptions when choosing MS or XY,What time of day were the samples recorded?,What is the gender of the singer/speaker?,Which of the following roles of the singer/speaker does the researcher indicate?,"Is an infant present, as specified by the researcher?",What is the gender of the infant?,What is the relationship between the subject and the infant?,What is the age of the infant (in months)?,Is the age of the infant estimated by the researcher?,"In general, did you have trouble hearing the subject's vocalizations?",Are there any of the following sounds audible in addition to the subject and the researcher?,How much of an issue was background noise in hearing the subject's vocalizations?,How loud was the subject's vocalization?,Describe any problems with the audio here.,Note any additional information provided by the researcher about these recordings.,"Notes from 2nd coder. Please format notes with the sample name, description of notes, and your personal three letter identifier (e.g. ""WEL01A: Clipped out 1 second at the end to remove researcher's voice. CMB; WEL01C: Removed 2 seconds of silence from the beginning of the clip. CMB"")"
4/5/2018 12:55:46,DWL,Song - Urban Beijing (China),"SR019MS.WAV, SR019XY.WAV",,BEJ19,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,9,Yes,No,"Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,5,,Recorded in participant's home. AD-song is a goodbye song sung to a comrade.,
4/6/2018 12:10:13,DWL,Song - Urban Beijing (China),"SR020MS.WAV, SR020XY.WAV",,BEJ20,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,4,No,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,Recorded at the participant's home. AD-song is about love.,
4/6/2018 12:15:48,DWL,Song - Urban Beijing (China),"SR021MS.WAV, SR021XY.WAV",,BEJ21,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,Father,Yes,Female,Father of infant,1,No,No,Adult(s),1,4,,Recorded in participants home.   AD-song is a pop song sung in KTVs because of its funny lyrics.,
4/6/2018 12:21:28,DWL,Song - Urban Beijing (China),"SR022MS.WAV, SR022XY.WAV",,BEJ22,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,Father,Yes,Male,Father of infant,10,No,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,"Recorded in researcher's car. AD-song is in English (""Knockin' on Heaven's Door).",
4/6/2018 12:33:21,DWL,Song - Urban Beijing (China),"SR023MS.WAV, SR023XY.WAV",,BEJ23,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,Father,Yes,Female,Father of infant,9,No,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,Recorded in researcher's car.,
4/6/2018 12:53:27,DWL,Song - Urban Beijing (China),"SR024MS.WAV, SR024XY.WAV",,BEJ24,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Male,Father of infant,4,No,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,"Recorded in researcher's car. AD-song about love, sung in KTVs.",BEJ24D: Clipped out researcher's next question in the end. ERA
4/6/2018 12:59:01,DWL,Song - Urban Beijing (China),"SR025MS.WAV, SR025XY.WAV",,BEJ25,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,5,No,No,Adult(s),1,3,,Recorded in participant's home. AD-song about encouraging others ,
4/6/2018 13:29:35,DWL,Song - Urban Beijing (China),"SR026MS.WAV, SR026XY.WAV",,BEJ26,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,0.5,No,No,No other sounds are audible; this is a pristine recording,1,3,,Recorded in participant's house. AD song about emotions and love,
4/6/2018 13:37:55,DWL,Song - Urban Beijing (China),"SR027MS.WAV, SR027XY.WAV",,BEJ27,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,10,No,Yes,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,Recorded in furniture shop owned by participant. AD-song is sung when you feel lonely,
4/6/2018 13:42:26,DWL,Song - Urban Beijing (China),"SR028MS.WAV, SR028XY.WAV",,BEJ28,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Female,Not specified,9.5,No,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,AD-song about love sung when you miss someone.,
4/6/2018 13:46:28,DWL,Song - Urban Beijing (China),"SR029MS.WAV, SR029XY.WAV",,BEJ29,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,9,No,No,"Adult(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",2,4,,Recording in furniture store owned by participant. AD-song is a happy hang-out song.,
4/6/2018 13:51:21,DWL,Song - Urban Beijing (China),"SR030MS.WAV, SR030XY.WAV",,BEJ30,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,17,No,No,No other sounds are audible; this is a pristine recording,1,4,,Recorded in researcher's car. AD-song about love.,
4/6/2018 13:58:00,DWL,Song - Urban Beijing (China),"SR031MS.WAV, SR031XY.WAV",,BEJ31,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,Father,Yes,Female,Father of infant,9,No,No,"Infant(s), Adult(s)",1,4,,Recording in participant's home. AD-song about love.,
4/16/2018 11:29:21,ERA,Wiessner - Papua New Guinea & Kalahari,1. Elise_Aronda Par Infants. MP3,,PNG01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Mother,Yes,Female,Mother of infant,,No age was specified,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/16/2018 11:44:03,ERA,Wiessner - Papua New Guinea & Kalahari,2. Paulina Infants.MP3,,PNG02,"Infant-directed song, Infant-directed speech",No mic ID specified,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/16/2018 11:52:05,ERA,Wiessner - Papua New Guinea & Kalahari,Josaphine Par Infants.MP3,,PNG03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Mother,Yes,Male,Mother of infant,12,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/17/2018 15:44:32,ERA,Wiessner - Papua New Guinea & Kalahari,4. Elise Par Infants.MP3,,PNG04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Mother,Yes,Female,Mother of infant,8,Yes,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/17/2018 15:52:47,ERA,Wiessner - Papua New Guinea & Kalahari,5. RHONDA PAR INFANTS.MP3,,PNG05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,No relation to any infants,Yes,Not specified,Not specified,,No,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,5,,,
4/17/2018 16:08:10,ERA,Wiessner - Papua New Guinea & Kalahari,6. Brigitta Par .MP3,,PNG06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Parent (gender unspecified),Yes,Female,Not specified,,No age was specified,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,PNG06C Extended clip by 5 seconds because original cut was abrupt interruption of singing DWL
4/20/2018 13:06:22,HLR,Wood - Hadza (Tanzania),"BunPao01_F.wav, BunPao01_R.wav",recording_notes.xlsx,HAD01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,R,,Male,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,Had to ask him to repeat song #2 so that it was NOT for kids. ,
4/20/2018 13:24:15,HLR,Wood - Hadza (Tanzania),"ChaSim01_F.wav, ChaSim01_R.wav",recording_notes.xlsx,HAD02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,F,,Female,,No,,,,,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,3,,,
4/20/2018 13:38:24,HLR,Wood - Hadza (Tanzania),"FanTab01_F.wav, FanTab01_R.wav",recording_notes.xlsx,HAD03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,R,,Male,,No,,,,,No,Adult(s),2,4,,,
4/20/2018 13:58:10,HLR,Wood - Hadza (Tanzania),"GonPet01_F.wav, GonPet01_R.wav",recording_notes.xlsx,HAD04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,R,,Male,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,"For much of the recording there is a soft, sinusoidal, drone-type sound. I have no idea what it is (maybe a plane?), but it could really screw up certain analyses. It wavers a bit too.",,
4/25/2018 11:54:40,CMB,Wood - Hadza (Tanzania),"HadBen01_F.wav, HadBen01_R.wav",recording_notes.xlsx,HAD05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,F,5:30:00 PM,Female,,No,,,,,No,No other sounds are audible; this is a pristine recording,1,4,,,Renamed this and all following HAD recordings according to standard (HAD0XA). ERA
4/25/2018 12:23:35,CMB,Wood - Hadza (Tanzania),"KatLam01_F.wav, KatLam01_R.wav",recording_notes.xlsx,HAD06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,R,,Female,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/25/2018 13:13:10,CMB,Wood - Hadza (Tanzania),"LipMwa01_F.wav, LipMwa01_R.wav",recording_notes.xlsx,HAD07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,R,6:00:00 PM,Female,,No,,,,,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/25/2018 13:30:45,CMB,Wood - Hadza (Tanzania),"MahSha01_F.wav, MahSha01_R.wav",recording_notes.xlsx,HAD08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,R,5:40:00 PM,Male,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/25/2018 13:42:25,CMB,Wood - Hadza (Tanzania),"MarAny01_F.wav, MarAny01_R.wav",recording_notes.xlsx,HAD09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,R,5:20:00 PM,Female,,No,,,,,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
4/27/2018 17:41:01,SDA,Wood - Hadza (Tanzania),"NanShu01_F.wav, NanShu01_R.wav",recording_notes.xlsx,HAD10,"Infant-directed speech, Adult-directed speech",No mic ID specified,R,,Female,,No,,,,,No,Child or children,1,4,,,
5/21/2018 15:40:34,AMB,Moya - Quechua (Peru),SR001MS.WAV,IDSParticipantsPuno.xlsx,QUE01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,No,,,,,No,"Car driving by at one point, otherwise no background noise",1,3,,"adult-directed speech: when asked about stories, just says in general they'd talk about life, work etc.",
5/21/2018 15:51:34,AMB,Moya - Quechua (Peru),SR002MS.WAV,IDSParticipantsPuno.xlsx,QUE02,"Infant-directed speech, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,No other sounds are audible; this is a pristine recording,1,3,,"Participant says she doesn't sing to her children or to other adults, infant-directed speech translates to ""shut up"", her adult-directed speech translates to ""Yesterday I washed my clothes""",
5/21/2018 16:11:14,AMB,Moya - Quechua (Peru),SR003MS.wav,IDSParticipantsPuno.xlsx,QUE03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,No,,,,,No,No other sounds are audible; this is a pristine recording,1,3,,"Infant-directed song is called ""the little chickens""; Adult-directed song is a song he likes to listen to when he's working",
5/21/2018 16:28:10,AMB,Moya - Quechua (Peru),SR005MS.WAV,IDSParticipantsPuno.xlsx,QUE05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Aunt,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",1,3,,"Claims she doesn't sing to babies but sings a song that says ""fall asleep baby"", her adult-directed song is a romantic ballad, her adult-directed speech is her saying that she doesn't know any local stories/legends, learns from others",
5/21/2018 16:52:35,AMB,Moya - Quechua (Peru),SR007MS.WAV,IDSParticipantsPuno.xlsx,QUE07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,"Infant(s), Child or children",1,3,,"Reluctant to give infant-directed speech, said she would just hug/kiss the baby; adult-directed song is a funny love song, sing when they are e.g. lying down relaxed, or in groups; adult-directed speech says ""Yesterday I went out and met someone I hadn't seen in a long time….""",
5/22/2018 13:54:13,AMB,Moya - Quechua (Peru),SR008MS.WAV,IDSParticipantsPuno.xlsx,QUE08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,Child or children,1,4,,"Infant-directed song called ""the little chickens"" song",
5/22/2018 14:01:34,AMB,Moya - Quechua (Peru),SR009MS.wav,IDSParticipantsPuno.xlsx,QUE09,"Infant-directed speech, Adult-directed speech",MS,,,Male,Father,No,,,,,No,Child or children,1,4,,,
5/22/2018 14:17:55,AMB,Moya - Quechua (Peru),SR010MS.WAV,IDSParticipantsPuno.xlsx,QUE10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
5/22/2018 14:32:10,AMB,Moya - Quechua (Peru),SR011MS.WAV,IDSParticipantsPuno.xlsx,QUE11,"Infant-directed speech, Adult-directed speech",MS,,,Male,Father,No,,,,,No,No other sounds are audible; this is a pristine recording,1,4,,,
5/22/2018 15:24:38,AMB,Moya - Quechua (Peru),SR012MS.WAV,IDSParticipantsPuno.xlsx,QUE12,"Infant-directed speech, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,No other sounds are audible; this is a pristine recording,1,4,,,
5/22/2018 15:35:53,AMB,Moya - Quechua (Peru),SR013MS.WAV,IDSParticipantsPuno.xlsx,QUE13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",3,3,,,
5/22/2018 15:52:06,AMB,Moya - Quechua (Peru),SR014MS.WAV,IDSParticipantsPuno.xlsx,QUE14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",1,3,,adult-directed song is a brief segment of a love song,
5/22/2018 16:02:52,AMB,Moya - Quechua (Peru),SR016MS.WAV,IDSParticipantsPuno.xlsx,QUE16,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,Adult-directed song is about the island being his home,
5/22/2018 16:19:15,AMB,Moya - Quechua (Peru),SR018XY.WAV,IDSParticipantsPuno.xlsx,QUE18,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,No,,,,,No,Water running in the background,2,4,,"Infant-directed song called ""the little chickens"", adult song about being an orphan",
5/22/2018 16:48:24,AMB,Moya - Quechua (Peru),SR019XY.WAV,IDSParticipantsPuno.xlsx,QUE19,Adult-directed speech,XY,,,Female,Mother,Yes,Not specified,Mother of infant,6,No,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",3,3,,"From researcher: ""There's a fussy baby that starts crying in this recording and you can hear that the mother does not verbalize towards it but she rearranged it and cradled it.""",
8/20/2018 12:09:15,MCB,Patton - Sápara & Achuar,"SR010MS.WAV, SR010XY.WAV",,SPA01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,18,Yes,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,3,,,
8/20/2018 16:26:09,MCB,Patton - Sápara & Achuar,"SR011MS.WAV, SR011XY.WAV",,SPA02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,3,,,
8/21/2018 11:42:30,MCB,Patton - Sápara & Achuar,"SR012MS.WAV, SR012XY.WAV",,SPA03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,11,Yes,No,"Infant(s), Adult(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",2,3,,"Behavioral context, theme of adult-song: sings to feel happy, about flowers on a tree",
8/21/2018 12:24:17,MCB,Patton - Sápara & Achuar,"SR013MS.WAV, SR013XY.WAV",,SPA04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,13,Yes,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",1,4,,Behavioral context of adult-song: sung in the presence of other mothers to make them happy,
8/22/2018 10:58:58,MCB,Patton - Sápara & Achuar,"SR014MS.WAV, SR014XY.WAV",,SPA05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,12,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",1,3,,"Behavioral context of adult-song: sung to be happy, Christian song",
8/22/2018 14:17:19,MCB,Patton - Sápara & Achuar,"SR015MS.WAV, SR015XY.WAV",,SPA06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,17,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",3,3,rain sounds especially loud during adult-directed song,Behavioral context of adult-song: while working solo in the garden to feel happy,
8/22/2018 14:57:59,MCB,Patton - Sápara & Achuar,"SR001.2MS.WAV, SR001.2XY.WAV, SR016MS.WAV, SR016XY.WAV",,SPA07,"Infant-directed song, Infant-directed speech, Adult-directed speech",XY,There are 4 .WAV files associated with this subject (SPA07) - I'm using file SR001.2XY.WAV.,,Female,Mother,Yes,Male,Mother of infant,17,Yes,No,"Infant(s), Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"Participant was extremely nervous - this is why we don't have an adult directed song, and barely any adult directed speech",
8/22/2018 15:20:21,MCB,Patton - Sápara & Achuar,"SR002.2MS.WAV, SR002.2XY.WAV",,SPA08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,Yes,Male,Not specified,7,Yes,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,3,,Behavioral context of adult-song: to make mother happy and without pain,
8/22/2018 15:49:16,MCB,Patton - Sápara & Achuar,"SR003.2MS.WAV, SR003.2XY.WAV",,SPA09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Grandmother,Yes,Not specified,Grandmother of infant,36,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",1,3,,"Behavioral context of adult-song: sung in the presence of many friends, thinking of funny times had with people who are far away",
8/23/2018 11:21:15,MCB,Patton - Sápara & Achuar,"SR004.2MS.WAV, SR004.2XY.WAV, SR005.2MS.WAV, SR005.2XY.WAV",,SPA10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,"IDsong and IDspeech: SR004.2MS 
ADsong and ADspeech:  SR005.2XY
The SR004 files only contain ID song and speech (and another song that it turns out is also child-directed) - of these, the MS file is better quality. The SR005 files only contain Adult Directed song and speech - of these, the XY file is better quality.",,Female,Mother,Yes,Not specified,Mother of infant,8,Yes,Yes,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",4,2,"The singer is very quiet, which at times is overpowered by the background noises",Behavioural context of adult-song: sings when all alone with the intention of making a man feel sad,
8/27/2018 13:18:07,MCB,Patton - Sápara & Achuar,"SR007.2MS.WAV, SR007.2XY.WAV",,SPA11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,pregnant with first child,No,,,,,Yes,"Outdoor sounds (e.g. birds, trees rustling), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",4,1,Vocalization was very quiet - possible that the microphone was to far away. Background noises make it very difficult to hear.,,
8/27/2018 14:28:20,MCB,Patton - Sápara & Achuar,"SR008.2MS.WAV, SR008.2XY.WAV",,SPA12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,5,Yes,Yes,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",3,2,,"Behavioral context of adult-song: sung when angry and alone, about a bad-smelling bird",
8/27/2018 14:48:18,MCB,Patton - Sápara & Achuar,"SR009.2MS.WAV, SR009.2XY.WAV",,SPA13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,12,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,3,,"Behavioral context of adult-song: sung when alone, a happy Christian song",
8/27/2018 15:07:13,MCB,Patton - Sápara & Achuar,"SR010.2MS.WAV, SR010.2XY.WAV",,SPA14,"Infant-directed song, Infant-directed speech, Adult-directed song",MS,,,Female,Mother,Yes,Not specified,Mother of infant,5,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,3,,Behavioral context of adult-directed song: a church song,
8/27/2018 15:23:43,MCB,Patton - Sápara & Achuar,"SR001.3MS.WAV, SR001.3XY.WAV",,SPA15,"Infant-directed song, Infant-directed speech, Adult-directed song",MS,,,Female,Mother,Yes,Not specified,Mother of infant,12,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling), music on loudspeakers in the distant background ",1,3,,Behavioral context of adult-directed song: sung alone when walking around the garden,
8/30/2018 16:28:16,CMB,Anfolk - Turku (Finnish),1-finnish .WAV,,TUR01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,8,No,No,Infant(s),2,4,,,
8/30/2018 16:55:19,CMB,Anfolk - Turku (Swedish),01-swedish.WAV,,TUR02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,6,No,No,Infant(s),2,3,,,
8/30/2018 17:05:44,CMB,Anfolk - Turku (Finnish),2- finnish .WAV,,TUR03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,7,No,No,Infant(s),2,4,,,
8/30/2018 17:15:01,CMB,Anfolk - Turku (Swedish),02-swedish.WAV,,TUR04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,9,No,No,Infant(s),2,3,,,
8/30/2018 17:21:35,CMB,Anfolk - Turku (Finnish),3-finnish .WAV,,TUR05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,4,No,No,No other sounds are audible; this is a pristine recording,2,4,,,
8/30/2018 17:27:40,CMB,Anfolk - Turku (Swedish),03-swedish.WAV,,TUR06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,14,No,No,Infant(s),2,4,,,
8/30/2018 17:33:13,CMB,Anfolk - Turku (Finnish),4-finnish .WAV,,TUR07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,8,No,No,Infant(s),2,4,,,
8/30/2018 17:45:29,CMB,Anfolk - Turku (Swedish),04-swedish.WAV,,TUR08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,6,No,No,Infant(s),2,4,,,
8/30/2018 17:58:39,CMB,Anfolk - Turku (Finnish),5-finnish .WAV,,TUR09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,8,No,No,Infant(s),2,4,,,
9/4/2018 16:12:50,CMB,Anfolk - Turku (Swedish),05-swedish.WAV,,TUR10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,4,No,No,Infant(s),1,3,,,
9/4/2018 16:20:50,CMB,Anfolk - Turku (Finnish),6-finnish .WAV,,TUR11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,6,No,No,No other sounds are audible; this is a pristine recording,1,3,,,
9/6/2018 16:17:40,CMB,Anfolk - Turku (Swedish),06-swedish.WAV,,TUR12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,6,No,No,Infant(s),2,4,,,
9/6/2018 16:30:32,CMB,Anfolk - Turku (Finnish),7-finnish .WAV,,TUR13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,12,No,No,Infant(s),3,4,,,
9/6/2018 16:43:07,CMB,Anfolk - Turku (Swedish),07-swedish.WAV,,TUR14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,4,No,No,Infant(s),2,4,,,
9/10/2018 15:18:05,CMB,Anfolk - Turku (Finnish),8-finnish .WAV,,TUR15,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,9,No,No,Infant(s),2,4,,,
9/10/2018 15:28:46,CMB,Anfolk - Turku (Swedish),08-swedish .WAV,,TUR16,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,8,No,No,Infant(s),3,4,A lot of infant wailing in adult-directed song,,
9/10/2018 15:38:17,CMB,Anfolk - Turku (Finnish),9-finnish .WAV,,TUR17,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,6,No,No,Infant(s),1,4,,,
9/10/2018 15:47:30,CMB,Anfolk - Turku (Swedish),09-swedish .WAV,,TUR18,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,17,No,No,Infant(s),1,4,,,
9/10/2018 16:02:56,CMB,Anfolk - Turku (Finnish),10-finnish .WAV,,TUR19,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,6,No,No,"Infant(s), recording moving",2,4,,,
